Order	Family	Species	log10(rm)	log10(alpha)	log10(B)	log10(M)
Afrosoricida	Chrysochloridae	Amblysomus hottentotus	NA	NA	-0.3251	1.8451
Afrosoricida	Chrysochloridae	Chrysochloris asiatica	NA	NA	-0.6139	1.5645
Afrosoricida	Chrysochloridae	Eremitalpa granti	NA	NA	-1.1587	1.3588
Afrosoricida	Tenrecidae	Echinops telfairi	NA	-0.1591	-0.1249	2.1606
Afrosoricida	Tenrecidae	Geogale aurita	NA	NA	-1.3665	0.8388
Afrosoricida	Tenrecidae	Hemicentetes semispinosus	NA	-0.9208	-0.4199	2.1205
Afrosoricida	Tenrecidae	Limnogale mergulus	NA	NA	-0.4497	1.8904
Afrosoricida	Tenrecidae	Microgale cowani	NA	NA	-0.7471	1.0864
Afrosoricida	Tenrecidae	Microgale dobsoni	NA	0.2632	-0.5017	1.6134
Afrosoricida	Tenrecidae	Microgale talazaci	NA	0.2533	-0.6144	1.6628
Afrosoricida	Tenrecidae	Setifer setosus	NA	-0.2676	-0.2418	2.5226
Afrosoricida	Tenrecidae	Tenrec ecaudatus	NA	-0.2778	-0.1373	2.8797
Artiodactyla	Antilocapridae	Antilocapra americana	-0.3328	0.1146	1.7073	4.6294
Artiodactyla	Bovidae	Addax nasomaculatus	NA	0.3565	NA	5.261
Artiodactyla	Bovidae	Aepyceros melampus	NA	0.1425	NA	4.6178
Artiodactyla	Bovidae	Alcelaphus buselaphus	NA	0.2829	NA	5.1761
Artiodactyla	Bovidae	Ammotragus lervia	NA	0.0937	NA	4.7443
Artiodactyla	Bovidae	Antidorcas marsupialis	NA	-0.0693	NA	4.4771
Artiodactyla	Bovidae	Antilope cervicapra	NA	0.2247	NA	4.574
Artiodactyla	Bovidae	Bison bison	-0.5526	0.3896	NA	5.771
Artiodactyla	Bovidae	Bison bonasus	NA	0.3978	NA	5.699
Artiodactyla	Bovidae	Bos frontalis	NA	0.3039	NA	5.9031
Artiodactyla	Bovidae	Bos grunniens	NA	0.3059	NA	5.5224
Artiodactyla	Bovidae	Bos javanicus	NA	0.328	NA	5.8239
Artiodactyla	Bovidae	Bos taurus	-0.3734	0.301	2.4868	5.7217
Artiodactyla	Bovidae	Boselaphus tragocamelus	NA	0.3975	NA	5.2279
Artiodactyla	Bovidae	Bubalus bubalis	-0.4815	0.2197	NA	5.7609
Artiodactyla	Bovidae	Budorcas taxicolor	NA	0.3979	NA	5.48
Artiodactyla	Bovidae	Capra cylindricornis	NA	0.4459	NA	4.699
Artiodactyla	Bovidae	Capra falconeri	NA	0.31	NA	4.6128
Artiodactyla	Bovidae	Capra hircus	-0.386	0.1244	NA	4.6955
Artiodactyla	Bovidae	Capra ibex	-0.5817	0.3871	NA	4.7893
Artiodactyla	Bovidae	Cephalophus dorsalis	NA	0.1996	NA	4.0645
Artiodactyla	Bovidae	Cephalophus maxwellii	NA	0.426	NA	3.9542
Artiodactyla	Bovidae	Cephalophus monticola	NA	0.1249	1.0032	3.7096
Artiodactyla	Bovidae	Cephalophus rufilatus	NA	0.0601	NA	4.0969
Artiodactyla	Bovidae	Connochaetes gnou	NA	0.3205	NA	5.1214
Artiodactyla	Bovidae	Connochaetes taurinus	-0.6744	0.2723	2.3619	5.2563
Artiodactyla	Bovidae	Damaliscus lunatus	-0.5346	0.3601	NA	5.0743
Artiodactyla	Bovidae	Damaliscus pygargus	NA	0.2874	NA	4.9269
Artiodactyla	Bovidae	Gazella cuvieri	NA	-0.02	NA	4.243
Artiodactyla	Bovidae	Gazella dorcas	NA	0.2685	NA	4.2301
Artiodactyla	Bovidae	Gazella gazella	NA	0.0414	NA	4.317
Artiodactyla	Bovidae	Gazella granti	NA	-0.1627	NA	4.6779
Artiodactyla	Bovidae	Gazella leptoceros	NA	-0.3657	NA	4.3729
Artiodactyla	Bovidae	Gazella soemmerringii	NA	0.2197	NA	4.6021
Artiodactyla	Bovidae	Gazella spekei	NA	0.1461	NA	4.301
Artiodactyla	Bovidae	Gazella subgutturosa	NA	0.188	NA	4.4065
Artiodactyla	Bovidae	Gazella thomsonii	NA	0.0065	NA	4.2122
Artiodactyla	Bovidae	Hemitragus jemlahicus	-0.5528	0.301	NA	4.5514
Artiodactyla	Bovidae	Hippotragus equinus	NA	0.2919	NA	5.3838
Artiodactyla	Bovidae	Hippotragus niger	NA	0.3102	NA	5.3021
Artiodactyla	Bovidae	Kobus ellipsiprymnus	-0.5613	0.3512	2.173	5.1558
Artiodactyla	Bovidae	Kobus kob	NA	-0.0147	NA	4.7679
Artiodactyla	Bovidae	Kobus leche	NA	0.2884	NA	4.9124
Artiodactyla	Bovidae	Kobus megaceros	NA	0.2146	NA	4.243
Artiodactyla	Bovidae	Litocranius walleri	NA	-0.0062	NA	4.6163
Artiodactyla	Bovidae	Madoqua kirkii	NA	-0.1362	1.0779	3.6603
Artiodactyla	Bovidae	Madoqua saltiana	NA	-0.0792	NA	3.5119
Artiodactyla	Bovidae	Naemorhedus crispus	NA	0.5441	NA	4.4771
Artiodactyla	Bovidae	Naemorhedus goral	NA	0.415	NA	4.442
Artiodactyla	Bovidae	Neotragus batesi	NA	-0.1093	NA	3.3979
Artiodactyla	Bovidae	Neotragus moschatus	NA	-0.2974	NA	3.8553
Artiodactyla	Bovidae	Oreamnos americanus	NA	0.3978	1.6666	4.7104
Artiodactyla	Bovidae	Oreotragus oreotragus	NA	0	NA	4.1139
Artiodactyla	Bovidae	Oryx dammah	NA	0.2492	NA	5.2492
Artiodactyla	Bovidae	Oryx gazella	NA	0.3191	NA	5.29
Artiodactyla	Bovidae	Oryx leucoryx	-0.5986	0.3381	NA	5.1697
Artiodactyla	Bovidae	Ourebia ourebi	NA	0.0219	NA	4.243
Artiodactyla	Bovidae	Ovibos moschatus	-0.6576	0.4928	NA	5.3563
Artiodactyla	Bovidae	Ovis ammon	NA	-0.0121	NA	5.2553
Artiodactyla	Bovidae	Ovis aries	-0.4622	0.1817	NA	4.5396
Artiodactyla	Bovidae	Ovis canadensis	-0.529	0.3356	2.0595	4.8318
Artiodactyla	Bovidae	Ovis dalli	NA	0.3452	NA	4.7609
Artiodactyla	Bovidae	Ovis nivicola	NA	0.301	NA	4.7033
Artiodactyla	Bovidae	Procapra gutturosa	NA	0.1639	NA	4.3802
Artiodactyla	Bovidae	Pseudois nayaur	NA	0.1906	NA	4.669
Artiodactyla	Bovidae	Raphicerus campestris	NA	-0.2041	1.3143	4.0183
Artiodactyla	Bovidae	Redunca fulvorufula	NA	0.0334	NA	4.4771
Artiodactyla	Bovidae	Redunca redunca	NA	1	NA	4.6021
Artiodactyla	Bovidae	Rupicapra pyrenaica	-0.6091	0.301	NA	4.3802
Artiodactyla	Bovidae	Rupicapra rupicapra	NA	0.4058	NA	4.4166
Artiodactyla	Bovidae	Saiga tatarica	NA	-0.1178	NA	4.5826
Artiodactyla	Bovidae	Sigmoceros lichtensteinii	NA	0.1404	NA	5.1847
Artiodactyla	Bovidae	Sylvicapra grimmia	NA	-0.0835	NA	4.2788
Artiodactyla	Bovidae	Syncerus caffer	-0.5376	0.6012	NA	5.6781
Artiodactyla	Bovidae	Taurotragus derbianus	NA	0.4819	NA	5.8325
Artiodactyla	Bovidae	Taurotragus oryx	-0.6383	0.4601	2.2792	5.4435
Artiodactyla	Bovidae	Tetracerus quadricornis	NA	0.0414	NA	4.2788
Artiodactyla	Bovidae	Tragelaphus angasii	NA	0.0925	NA	5.0029
Artiodactyla	Bovidae	Tragelaphus eurycerus	NA	0.367	NA	5.2701
Artiodactyla	Bovidae	Tragelaphus imberbis	NA	0.334	NA	4.8096
Artiodactyla	Bovidae	Tragelaphus scriptus	NA	0.1335	NA	4.5593
Artiodactyla	Bovidae	Tragelaphus spekii	NA	0.0404	NA	4.942
Artiodactyla	Bovidae	Tragelaphus strepsiceros	-0.4145	0.1852	NA	5.3106
Artiodactyla	Camelidae	Camelus dromedarius	-0.8539	0.6198	2.3518	5.6171
Artiodactyla	Camelidae	Lama glama	NA	NA	2.173	5.0607
Artiodactyla	Camelidae	Lama guanicoe	NA	0.1761	NA	5.0414
Artiodactyla	Camelidae	Lama pacos	NA	0.1249	NA	4.7782
Artiodactyla	Camelidae	Vicugna vicugna	NA	0.2778	NA	4.699
Artiodactyla	Cervidae	Alces alces	NA	0.2897	2.4577	5.5286
Artiodactyla	Cervidae	Axis axis	NA	0.0226	NA	4.7404
Artiodactyla	Cervidae	Axis porcinus	NA	-0.0792	NA	4.525
Artiodactyla	Cervidae	Capreolus capreolus	-0.4785	0.1564	1.666	4.3231
Artiodactyla	Cervidae	Cervus albirostris	NA	0.301	NA	5.0969
Artiodactyla	Cervidae	Cervus duvaucelii	NA	0.4771	NA	5.1553
Artiodactyla	Cervidae	Cervus elaphus	-0.6064	0.3896	2.0509	5.0527
Artiodactyla	Cervidae	Cervus eldii	NA	0.1945	NA	4.8633
Artiodactyla	Cervidae	Cervus nippon	NA	0.2656	NA	4.9845
Artiodactyla	Cervidae	Cervus timorensis	NA	0.169	NA	4.7243
Artiodactyla	Cervidae	Cervus unicolor	NA	0.2869	NA	5.233
Artiodactyla	Cervidae	Dama dama	NA	0.1892	NA	4.7364
Artiodactyla	Cervidae	Elaphodus cephalophus	NA	0.1761	NA	4.525
Artiodactyla	Cervidae	Elaphurus davidianus	NA	0.3522	NA	5.1732
Artiodactyla	Cervidae	Hydropotes inermis	NA	-0.2341	NA	4.1461
Artiodactyla	Cervidae	Mazama americana	-0.3979	0.0207	NA	4.3892
Artiodactyla	Cervidae	Mazama gouazoupira	-0.3098	0.1163	NA	4.2304
Artiodactyla	Cervidae	Muntiacus muntjak	NA	-0.1412	NA	4.1461
Artiodactyla	Cervidae	Muntiacus reevesi	NA	-0.301	NA	4.0792
Artiodactyla	Cervidae	Odocoileus hemionus	-0.6517	0.0749	NA	4.7227
Artiodactyla	Cervidae	Odocoileus virginianus	-0.2277	-0.0603	2.0915	4.7544
Artiodactyla	Cervidae	Ozotoceros bezoarticus	NA	0	NA	4.5441
Artiodactyla	Cervidae	Pudu puda	NA	-0.321	NA	3.9165
Artiodactyla	Cervidae	Rangifer tarandus	-0.4806	0.3032	2.0779	5.0531
Artiodactyla	Giraffidae	Giraffa camelopardalis	-0.8539	0.6085	NA	5.9031
Artiodactyla	Giraffidae	Okapia johnstoni	NA	0.2985	NA	5.4586
Artiodactyla	Hippopotamidae	Hexaprotodon liberiensis	NA	0.6021	NA	5.3324
Artiodactyla	Hippopotamidae	Hippopotamus amphibius	NA	0.8747	NA	6.0998
Artiodactyla	Moschidae	Moschus chrysogaster	NA	0.243	NA	4.0414
Artiodactyla	Moschidae	Moschus moschiferus	NA	0.1123	NA	4.0969
Artiodactyla	Suidae	Babyrousa babyrussa	NA	0.1761	NA	5
Artiodactyla	Suidae	Hylochoerus meinertzhageni	NA	0.1639	NA	5.3064
Artiodactyla	Suidae	Phacochoerus aethiopicus	NA	0.1892	NA	4.8513
Artiodactyla	Suidae	Potamochoerus porcus	NA	0.3717	NA	4.8513
Artiodactyla	Suidae	Sus salvanius	NA	0.2825	NA	3.9112
Artiodactyla	Suidae	Sus scrofa	-0.1013	-0.0904	2.0177	4.9708
Artiodactyla	Tayassuidae	Catagonus wagneri	NA	0.5138	NA	4.5478
Artiodactyla	Tayassuidae	Pecari tajacu	0.0969	-0.049	1.5207	4.2795
Artiodactyla	Tayassuidae	Tayassu pecari	-0.0757	0.199	NA	4.4919
Artiodactyla	Tragulidae	Hyemoschus aquaticus	NA	0.0473	NA	4.0881
Artiodactyla	Tragulidae	Tragulus javanicus	NA	-0.3632	0.6886	3.3969
Artiodactyla	Tragulidae	Tragulus napu	NA	-0.426	NA	3.7709
Carnivora	Canidae	Alopex lagopus	0.1553	-0.0409	0.8845	3.6272
Carnivora	Canidae	Canis adustus	NA	-0.1944	NA	3.9165
Carnivora	Canidae	Canis aureus	NA	-0.0596	NA	4.0414
Carnivora	Canidae	Canis latrans	NA	-0.0668	1.2883	4.0392
Carnivora	Canidae	Canis lupus	-0.4715	0.2644	NA	4.5685
Carnivora	Canidae	Canis mesomelas	NA	-0.0458	1.3331	3.9383
Carnivora	Canidae	Canis simensis	NA	0.301	NA	4.1029
Carnivora	Canidae	Cerdocyon thous	NA	-0.1216	0.9295	3.7744
Carnivora	Canidae	Chrysocyon brachyurus	NA	0.301	NA	4.3617
Carnivora	Canidae	Cuon alpinus	NA	-0.0185	NA	4.1059
Carnivora	Canidae	Lycaon pictus	NA	0.3231	1.5186	4.1878
Carnivora	Canidae	Nyctereutes procyonoides	NA	0.0079	NA	3.6265
Carnivora	Canidae	Otocyon megalotis	NA	0	NA	3.618
Carnivora	Canidae	Pseudalopex culpaeus	NA	0	NA	4.1139
Carnivora	Canidae	Pseudalopex gymnocercus	NA	-0.0792	NA	3.6712
Carnivora	Canidae	Speothos venaticus	NA	-0.0378	NA	3.7782
Carnivora	Canidae	Urocyon cinereoargenteus	NA	-0.058	NA	3.6253
Carnivora	Canidae	Urocyon littoralis	NA	0	NA	3.2766
Carnivora	Canidae	Vulpes cana	NA	-0.058	NA	3
Carnivora	Canidae	Vulpes corsac	NA	0.1464	NA	3.4314
Carnivora	Canidae	Vulpes rueppelli	NA	0	NA	3.3522
Carnivora	Canidae	Vulpes velox	-0.0969	-0.0368	0.6944	3.3166
Carnivora	Canidae	Vulpes vulpes	0.1044	-0.0754	1.1377	3.7306
Carnivora	Canidae	Vulpes zerda	0.0043	-0.0424	0.4302	3.0616
Carnivora	Felidae	Acinonyx jubatus	NA	0.3258	1.7908	4.6769
Carnivora	Felidae	Caracal caracal	NA	0.1386	NA	4.1461
Carnivora	Felidae	Catopuma temminckii	NA	0.243	NA	4.0607
Carnivora	Felidae	Felis chaus	NA	0.12	NA	4
Carnivora	Felidae	Felis margarita	NA	-0.1249	NA	3.3711
Carnivora	Felidae	Felis nigripes	NA	0.1523	NA	3.3274
Carnivora	Felidae	Felis silvestris	NA	-0.0689	NA	3.618
Carnivora	Felidae	Herpailurus yaguarondi	NA	0.3424	0.9863	3.8768
Carnivora	Felidae	Leopardus pardalis	-0.3372	0.2177	1.2415	3.9951
Carnivora	Felidae	Leopardus wiedii	NA	0.2563	0.7183	3.5603
Carnivora	Felidae	Leptailurus serval	NA	0.3481	0.1584	3.5653
Carnivora	Felidae	Lynx canadensis	NA	0.1663	NA	3.9494
Carnivora	Felidae	Lynx lynx	NA	0.1346	NA	4.2559
Carnivora	Felidae	Lynx rufus	NA	0.1528	1.3718	3.9538
Carnivora	Felidae	Neofelis nebulosa	NA	0.3408	NA	4.29
Carnivora	Felidae	Otocolobus manul	NA	0	NA	3.5441
Carnivora	Felidae	Panthera leo	NA	0.4769	1.9758	5.0679
Carnivora	Felidae	Panthera onca	-0.6383	0.5079	1.7953	4.8163
Carnivora	Felidae	Panthera pardus	NA	0.4536	NA	4.6266
Carnivora	Felidae	Panthera tigris	NA	0.5349	2.1266	5.1088
Carnivora	Felidae	Prionailurus bengalensis	NA	0.1885	NA	3.618
Carnivora	Felidae	Puma concolor	-0.5229	0.395	1.6931	4.6067
Carnivora	Felidae	Uncia uncia	NA	0.3995	NA	4.6592
Carnivora	Herpestidae	Crossarchus obscurus	NA	-0.1249	NA	2.8615
Carnivora	Herpestidae	Cynictis penicillata	NA	0.301	NA	2.7771
Carnivora	Herpestidae	Galerella sanguinea	NA	NA	0.3428	2.7157
Carnivora	Herpestidae	Galidia elegans	NA	0.305	NA	2.9031
Carnivora	Herpestidae	Helogale parvula	NA	0.0512	NA	2.439
Carnivora	Herpestidae	Herpestes ichneumon	NA	0.301	NA	3.4654
Carnivora	Herpestidae	Herpestes javanicus	NA	-0.0835	0.3518	2.8446
Carnivora	Herpestidae	Mungos mungo	NA	-0.0265	NA	3.1243
Carnivora	Herpestidae	Mungotictis decemlineata	NA	0.308	NA	2.8451
Carnivora	Herpestidae	Suricata suricatta	NA	-0.0458	0.2378	2.9096
Carnivora	Hyaenidae	Crocuta crocuta	NA	0.4393	NA	4.7993
Carnivora	Hyaenidae	Hyaena hyaena	NA	0.3697	1.5045	4.5687
Carnivora	Hyaenidae	Parahyaena brunnea	NA	0.4771	NA	4.7796
Carnivora	Hyaenidae	Proteles cristatus	NA	NA	1.0631	3.8978
Carnivora	Mustelidae	Aonyx capensis	NA	0	NA	4.0719
Carnivora	Mustelidae	Aonyx congicus	NA	0.0731	NA	4.3802
Carnivora	Mustelidae	Conepatus mesoleucus	NA	-0.058	NA	3.3003
Carnivora	Mustelidae	Eira barbara	-0.5528	0.301	0.8332	3.5349
Carnivora	Mustelidae	Enhydra lutris	-0.9208	0.6044	1.9933	4.3408
Carnivora	Mustelidae	Gulo gulo	-0.3372	0.4127	1.5019	4.206
Carnivora	Mustelidae	Ictonyx striatus	NA	-0.1126	NA	2.8837
Carnivora	Mustelidae	Lontra canadensis	NA	0.3975	NA	3.7941
Carnivora	Mustelidae	Lutra lutra	NA	0	1.3997	3.9147
Carnivora	Mustelidae	Martes americana	NA	0.1681	0.5538	2.8841
Carnivora	Mustelidae	Martes foina	NA	0.1761	NA	3.2304
Carnivora	Mustelidae	Martes martes	NA	0.3027	0.6021	3.0389
Carnivora	Mustelidae	Martes pennanti	NA	0.1596	NA	3.415
Carnivora	Mustelidae	Martes zibellina	NA	0.1599	NA	3.028
Carnivora	Mustelidae	Meles meles	-0.3468	0.172	1.2213	4.0524
Carnivora	Mustelidae	Mephitis mephitis	NA	-0.0311	NA	3.2604
Carnivora	Mustelidae	Mustela erminea	0.6191	-0.585	0.1058	2.1058
Carnivora	Mustelidae	Mustela eversmannii	NA	-0.058	NA	3.1303
Carnivora	Mustelidae	Mustela frenata	NA	-0.3525	0.1284	2.265
Carnivora	Mustelidae	Mustela lutreola	NA	-0.051	NA	2.6435
Carnivora	Mustelidae	Mustela nigripes	NA	0	NA	2.9079
Carnivora	Mustelidae	Mustela nivalis	0.8739	-0.508	NA	1.5869
Carnivora	Mustelidae	Mustela putorius	0.1004	-0.0396	NA	2.8738
Carnivora	Mustelidae	Mustela vison	0.0682	-0.0726	0.4349	2.8729
Carnivora	Mustelidae	Poecilogale albinucha	NA	0.0801	NA	2.4108
Carnivora	Mustelidae	Pteronura brasiliensis	NA	0.301	NA	4.3802
Carnivora	Mustelidae	Spilogale putorius	NA	-0.2041	0.2238	2.752
Carnivora	Mustelidae	Taxidea taxus	NA	-0.2129	1.1779	3.868
Carnivora	Mustelidae	Vormela peregusna	NA	-0.6021	NA	2.7344
Carnivora	Odobenidae	Odobenus rosmarus	-1.0458	0.819	NA	5.866
Carnivora	Otariidae	Arctocephalus australis	NA	0.4771	NA	4.6532
Carnivora	Otariidae	Arctocephalus forsteri	NA	0.699	NA	4.7404
Carnivora	Otariidae	Arctocephalus galapagoensis	NA	0.5441	NA	4.4314
Carnivora	Otariidae	Arctocephalus gazella	-0.7336	0.4896	NA	4.6936
Carnivora	Otariidae	Arctocephalus pusillus	NA	0.5495	NA	4.8902
Carnivora	Otariidae	Arctocephalus tropicalis	-1.1249	0.6021	NA	4.7404
Carnivora	Otariidae	Callorhinus ursinus	-0.699	0.6546	NA	4.6816
Carnivora	Otariidae	Eumetopias jubatus	-0.7447	0.7239	NA	5.4689
Carnivora	Otariidae	Neophoca cinerea	NA	0.4771	NA	4.9011
Carnivora	Otariidae	Otaria byronia	-0.7212	0.567	NA	5.1523
Carnivora	Otariidae	Zalophus californianus	-1.1427	0.7535	NA	4.9014
Carnivora	Phocidae	Cystophora cristata	-0.6479	0.5333	NA	5.409
Carnivora	Phocidae	Erignathus barbatus	NA	0.7339	NA	5.4574
Carnivora	Phocidae	Halichoerus grypus	-0.7218	0.6814	NA	5.2431
Carnivora	Phocidae	Hydrurga leptonyx	-0.7447	0.6596	NA	5.5827
Carnivora	Phocidae	Leptonychotes weddellii	-0.699	0.6528	NA	5.6312
Carnivora	Phocidae	Lobodon carcinophagus	-0.699	0.6513	NA	5.3666
Carnivora	Phocidae	Mirounga angustirostris	-0.7538	0.5557	NA	6.0157
Carnivora	Phocidae	Mirounga leonina	-0.6915	0.4779	NA	5.5785
Carnivora	Phocidae	Monachus monachus	NA	0.6021	NA	5.4393
Carnivora	Phocidae	Monachus schauinslandi	NA	0.699	NA	5.238
Carnivora	Phocidae	Ommatophoca rossii	NA	0.539	NA	5.2734
Carnivora	Phocidae	Phoca caspica	-0.7447	0.7422	NA	4.8374
Carnivora	Phocidae	Phoca fasciata	-0.6576	0.4959	2.074	4.8506
Carnivora	Phocidae	Phoca groenlandica	-0.699	0.6585	2.2277	5.1299
Carnivora	Phocidae	Phoca hispida	-0.7959	0.8174	NA	4.8741
Carnivora	Phocidae	Phoca largha	-0.699	0.6215	NA	4.9515
Carnivora	Phocidae	Phoca sibirica	NA	0.6833	NA	4.912
Carnivora	Phocidae	Phoca vitulina	-0.7551	0.6054	1.865	4.7773
Carnivora	Procyonidae	Bassaricyon gabbii	NA	0.2502	NA	3.0943
Carnivora	Procyonidae	Bassariscus astutus	NA	-0.0498	NA	2.9892
Carnivora	Procyonidae	Bassariscus sumichrasti	NA	NA	0.5486	3.1072
Carnivora	Procyonidae	Nasua narica	NA	0.2825	0.8282	3.5693
Carnivora	Procyonidae	Nasua nasua	-0.6383	0.4119	0.7475	3.6198
Carnivora	Procyonidae	Potos flavus	-0.5229	0.3318	0.6329	3.4128
Carnivora	Procyonidae	Procyon cancrivorus	NA	NA	0.413	3.0645
Carnivora	Procyonidae	Procyon lotor	-0.1805	0.0758	1.0182	3.7585
Carnivora	Ursidae	Ailuropoda melanoleuca	NA	0.8088	NA	5.0477
Carnivora	Ursidae	Ailurus fulgens	NA	0.2111	0.69	3.6974
Carnivora	Ursidae	Helarctos malayanus	NA	0.8129	NA	4.6628
Carnivora	Ursidae	Melursus ursinus	NA	NA	1.6727	4.8258
Carnivora	Ursidae	Ursus americanus	NA	0.5305	NA	5.0436
Carnivora	Ursidae	Ursus arctos	-0.5229	0.699	NA	5.2819
Carnivora	Ursidae	Ursus maritimus	NA	0.6629	NA	5.4569
Carnivora	Ursidae	Ursus thibetanus	NA	0.4168	NA	4.8846
Carnivora	Viverridae	Arctictis binturong	NA	0.4028	1.1054	4.1214
Carnivora	Viverridae	Arctogalidia trivirgata	NA	0.4771	0.4893	3.3277
Carnivora	Viverridae	Civettictis civetta	NA	0.0858	NA	4.1357
Carnivora	Viverridae	Cryptoprocta ferox	NA	0.6125	NA	3.9777
Carnivora	Viverridae	Fossa fossana	NA	0.2996	0.7067	3.2708
Carnivora	Viverridae	Genetta genetta	NA	0.6078	NA	3.2711
Carnivora	Viverridae	Genetta tigrina	NA	NA	0.6221	3.2302
Carnivora	Viverridae	Nandinia binotata	NA	0.4804	0.7454	3.4546
Carnivora	Viverridae	Paradoxurus hermaphroditus	NA	-0.0292	0.743	3.5038
Cetacea	Balaenidae	Balaena mysticetus	-1.4685	1.243	NA	7.8406
Cetacea	Balaenidae	Eubalaena australis	NA	0.9542	NA	7.3617
Cetacea	Balaenidae	Eubalaena glacialis	-1.1367	0.9623	NA	7.5304
Cetacea	Balaenopteridae	Balaenoptera acutorostrata	-0.8861	0.8802	NA	6.9955
Cetacea	Balaenopteridae	Balaenoptera borealis	-0.9586	0.9041	NA	7.1479
Cetacea	Balaenopteridae	Balaenoptera edeni	NA	0.943	NA	7.301
Cetacea	Balaenopteridae	Balaenoptera musculus	-1.2465	0.7802	NA	8.1746
Cetacea	Balaenopteridae	Balaenoptera physalus	-0.9586	0.8594	NA	7.6834
Cetacea	Balaenopteridae	Megaptera novaeangliae	-1.0319	0.729	NA	7.6277
Cetacea	Delphinidae	Cephalorhynchus commersonii	NA	0.8129	NA	4.8597
Cetacea	Delphinidae	Delphinus delphis	NA	0.6613	NA	4.8829
Cetacea	Delphinidae	Globicephala macrorhynchus	NA	0.9469	NA	5.8609
Cetacea	Delphinidae	Globicephala melas	-1.0458	0.8378	NA	6.0233
Cetacea	Delphinidae	Lagenodelphis hosei	NA	0.8603	NA	5.2148
Cetacea	Delphinidae	Lagenorhynchus acutus	-1.301	0.8931	NA	5.2321
Cetacea	Delphinidae	Lagenorhynchus obliquidens	NA	1.0212	NA	5.0128
Cetacea	Delphinidae	Orcinus orca	-1.3372	1.0614	NA	6.5553
Cetacea	Delphinidae	Peponocephala electra	NA	1.07	NA	5.3139
Cetacea	Delphinidae	Pseudorca crassidens	NA	0.9805	NA	6.1335
Cetacea	Delphinidae	Stenella attenuata	-1.2218	0.9234	NA	4.8076
Cetacea	Delphinidae	Stenella coeruleoalba	-1.0458	0.9485	NA	5.0449
Cetacea	Delphinidae	Stenella longirostris	-1.1549	0.7456	NA	4.7246
Cetacea	Delphinidae	Steno bredanensis	NA	1	NA	5.0881
Cetacea	Delphinidae	Tursiops truncatus	-0.7925	0.8042	NA	5.2225
Cetacea	Eschrichtiidae	Eschrichtius robustus	-1.1739	0.8201	NA	7.4381
Cetacea	Monodontidae	Delphinapterus leucas	-1.0969	0.7869	NA	5.7125
Cetacea	Monodontidae	Monodon monoceros	-1.0969	0.7386	NA	5.9542
Cetacea	Phocoenidae	Neophocaena phocaenoides	NA	0.7576	NA	4.5119
Cetacea	Phocoenidae	Phocoena phocoena	-0.8861	0.4692	NA	4.6693
Cetacea	Phocoenidae	Phocoenoides dalli	-1.1549	0.8205	NA	5.0485
Cetacea	Physeteridae	Physeter catodon	-1.0458	0.9676	NA	7.2443
Cetacea	Platanistidae	Lipotes vexillifer	NA	0.9031	NA	4.9217
Cetacea	Platanistidae	Platanista gangetica	NA	0.829	NA	4.3222
Cetacea	Platanistidae	Pontoporia blainvillei	-0.9208	0.4853	NA	4.5686
Cetacea	Ziphiidae	Berardius bairdii	-1.1549	1.0076	NA	6.934
Cetacea	Ziphiidae	Hyperoodon ampullatus	NA	0.9904	NA	6.7215
Cetacea	Ziphiidae	Mesoplodon densirostris	NA	0.9542	NA	6.0212
Chiroptera	Emballonuridae	Peropteryx macrotis	NA	NA	-1.1871	0.699
Chiroptera	Emballonuridae	Saccopteryx bilineata	NA	NA	-1.0915	0.8921
Chiroptera	Megadermatidae	Macroderma gigas	-0.8239	0	-0.1946	2.1382
Chiroptera	Megadermatidae	Megaderma lyra	NA	0.301	NA	1.699
Chiroptera	Molossidae	Eumops perotis	NA	NA	-0.6536	1.7482
Chiroptera	Molossidae	Molossus molossus	NA	NA	-0.8996	1.1931
Chiroptera	Molossidae	Nyctinomops laticaudatus	NA	NA	-1.2076	1.1461
Chiroptera	Molossidae	Tadarida brasiliensis	NA	0	-0.9339	1.1008
Chiroptera	Mormoopidae	Mormoops blainvillii	NA	NA	-1.3468	0.9345
Chiroptera	Mormoopidae	Mormoops megalophylla	NA	NA	-0.8665	1.2175
Chiroptera	Mormoopidae	Pteronotus davyi	NA	NA	-1.0706	0.9731
Chiroptera	Mormoopidae	Pteronotus parnellii	NA	NA	-0.767	1.2833
Chiroptera	Mormoopidae	Pteronotus personatus	NA	NA	-0.8928	1.1461
Chiroptera	Mormoopidae	Pteronotus quadridens	NA	NA	-1.4685	0.6902
Chiroptera	Natalidae	Natalus tumidirostris	NA	NA	-1.3372	0.7324
Chiroptera	Noctilionidae	Noctilio albiventris	NA	NA	-0.7545	1.4314
Chiroptera	Noctilionidae	Noctilio leporinus	NA	NA	-0.3979	1.7853
Chiroptera	Phyllostomidae	Anoura caudifer	NA	NA	-0.6234	1.0607
Chiroptera	Phyllostomidae	Artibeus concolor	NA	NA	-0.6536	1.2945
Chiroptera	Phyllostomidae	Artibeus fimbriatus	NA	NA	-0.3615	1.8055
Chiroptera	Phyllostomidae	Artibeus jamaicensis	NA	-0.2613	-0.4457	1.6584
Chiroptera	Phyllostomidae	Artibeus lituratus	NA	NA	-0.2204	1.8457
Chiroptera	Phyllostomidae	Carollia perspicillata	NA	-0.1473	-0.6198	1.1746
